Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2018-08-24,402,365,37,41,18,81,41,27,39,0,269,0.0806,0.1164,0.803,0.2414,0.2217,0.5369,7,335,0,164,419,37
2018-08-25,402,365,37,8,2,80,40,0,0,0,2,0,0,1,0.4286,0.0714,0.5,0,2,0,164,6,1
2018-08-26,402,365,37,15,3,79,38,4,7,0,0,0.3636,0.6364,0,1,0,0,0,11,0,164,34,0
2018-08-27,402,365,37,36,24,79,42,73,53,0,237,0.2011,0.146,0.6529,0.4812,0.168,0.3507,5,363,0,164,413,14
2018-08-28,402,365,37,40,24,80,42,53,39,0,339,0.123,0.0905,0.7865,0.4245,0.1651,0.4104,6,431,0,164,513,60
2018-08-29,402,365,37,42,23,78,42,20,75,0,161,0.0781,0.293,0.6289,0.5209,0.1604,0.3187,5,256,0,164,314,30
2018-08-30,402,365,37,47,23,76,39,17,24,0,230,0.0627,0.0886,0.8487,0.4032,0.0968,0.5,15,271,0,163,384,19
2018-08-31,402,365,37,37,27,74,43,61,30,0,481,0.1066,0.0524,0.8409,0.3866,0.0915,0.5219,6,572,0,163,649,52
2018-09-01,402,365,37,19,3,77,43,2,0,0,4,0.3333,0,0.6667,0.6154,0.0769,0.3077,0,6,0,163,14,4
2018-09-02,402,365,37,12,3,78,44,0,10,0,4,0,0.7143,0.2857,0.5484,0.1935,0.2581,0,14,0,163,34,0
2018-09-03,402,365,37,20,6,78,42,1,0,0,103,0.0096,0,0.9904,0.1641,0.0313,0.8047,0,104,0,163,124,0
2018-09-04,403,366,37,43,29,77,46,39,72,0,299,0.0951,0.1756,0.7293,0.3699,0.2827,0.3474,15,410,0,163,515,28
2018-09-05,403,366,37,46,31,79,49,24,26,0,322,0.0645,0.0699,0.8656,0.4011,0.1689,0.4301,11,372,0,140,516,38
2018-09-06,404,367,37,58,33,87,54,44,31,0,667,0.0593,0.0418,0.8989,0.3648,0.0876,0.5476,7,742,0,117,1092,60
2018-09-07,408,371,37,45,28,94,57,66,31,0,354,0.1463,0.0687,0.7849,0.4716,0.1052,0.4232,5,451,0,119,516,20
2018-09-08,408,371,37,25,8,92,58,5,1,0,8,0.3571,0.0714,0.5714,0.7778,0.1111,0.1111,0,14,0,119,30,1
2018-09-09,408,371,37,17,6,90,58,5,0,0,47,0.0962,0,0.9038,0.3294,0.0588,0.6118,0,52,0,119,66,5
2018-09-10,408,372,36,49,27,91,59,16,17,0,323,0.0449,0.0478,0.9073,0.3752,0.1111,0.5137,6,356,0,119,538,112
2018-09-11,408,372,36,54,29,95,59,41,86,0,515,0.0639,0.134,0.8022,0.3257,0.1308,0.5436,5,642,0,120,726,14
2018-09-12,408,372,36,51,28,95,54,48,49,0,679,0.0619,0.0631,0.875,0.2865,0.1322,0.5813,2,776,0,120,805,0
2018-09-13,409,373,36,53,28,88,46,26,104,0,375,0.0515,0.2059,0.7426,0.3718,0.2224,0.4058,44,505,0,120,575,0
2018-09-14,415,379,36,63,37,98,54,74,25,0,520,0.1195,0.0404,0.8401,0.522,0.1037,0.3743,26,619,0,122,707,0
2018-09-15,418,382,36,37,16,104,63,1,4,0,84,0.0112,0.0449,0.9438,0.4681,0.0468,0.4851,1,89,0,122,110,0
2018-09-16,419,383,36,29,6,104,63,24,3,0,29,0.4286,0.0536,0.5179,0.7685,0.0648,0.1667,3,56,0,122,73,2
2018-09-17,422,386,36,67,34,107,66,67,66,0,394,0.1271,0.1252,0.7476,0.5129,0.1414,0.3457,10,527,0,122,679,99
2018-09-18,422,386,36,59,37,104,70,93,24,0,561,0.1372,0.0354,0.8274,0.4395,0.096,0.4645,35,678,0,122,832,66
2018-09-19,423,387,36,61,30,109,68,20,37,0,262,0.0627,0.116,0.8213,0.5356,0.1101,0.3544,16,319,0,122,482,67
2018-09-20,424,388,36,68,43,113,73,69,48,0,313,0.1605,0.1116,0.7279,0.5478,0.1497,0.3025,42,430,0,122,587,33
2018-09-21,425,389,36,66,38,112,73,30,40,0,166,0.1271,0.1695,0.7034,0.6003,0.1657,0.234,29,236,0,122,306,10
2018-09-22,425,389,36,30,14,111,72,4,0,0,81,0.0471,0,0.9529,0.375,0.0156,0.6094,9,85,0,122,98,0
2018-09-23,425,389,36,22,7,112,73,51,0,0,33,0.6071,0,0.3929,0.7273,0,0.2727,0,84,0,122,99,5
2018-09-24,425,389,36,60,36,113,75,49,66,0,257,0.1317,0.1774,0.6909,0.5364,0.166,0.2976,13,372,0,122,455,24
2018-09-25,425,389,36,78,44,116,78,37,59,0,240,0.1101,0.1756,0.7143,0.5033,0.174,0.3226,51,336,0,122,471,30
2018-09-26,425,389,36,63,35,111,83,62,39,0,889,0.0626,0.0394,0.898,0.3142,0.1104,0.5754,41,990,0,122,1211,133
2018-09-27,426,390,36,77,41,111,78,77,30,0,327,0.1774,0.0691,0.7535,0.6043,0.0925,0.3031,27,434,0,123,606,39
2018-09-28,426,390,36,69,35,112,75,44,13,0,337,0.1117,0.033,0.8553,0.5708,0.0764,0.3528,37,394,0,123,568,88
2018-09-29,426,390,36,33,7,111,74,10,1,0,7,0.5556,0.0556,0.3889,0.7917,0.0833,0.125,2,18,0,123,48,17
2018-09-30,426,390,36,35,10,111,74,3,2,0,70,0.04,0.0267,0.9333,0.4459,0.0676,0.4865,17,75,0,123,100,4
2018-10-01,427,391,36,64,38,114,74,56,58,0,346,0.1217,0.1261,0.7522,0.5132,0.1312,0.3556,14,460,0,123,579,26
2018-10-02,427,391,36,67,41,110,72,58,48,0,328,0.1336,0.1106,0.7558,0.5756,0.1058,0.3186,24,434,0,123,520,21
2018-10-03,427,391,36,65,34,108,68,42,30,0,992,0.0395,0.0282,0.9323,0.3163,0.0743,0.6094,9,1064,0,123,1135,24
2018-10-04,427,391,36,70,42,106,68,30,72,0,410,0.0586,0.1406,0.8008,0.4351,0.1454,0.4195,17,512,0,122,617,11
2018-10-05,427,391,36,68,33,105,69,21,37,0,148,0.1019,0.1796,0.7184,0.5932,0.1459,0.2608,36,206,0,122,295,16
2018-10-06,427,391,36,27,6,103,67,18,6,0,12,0.5,0.1667,0.3333,0.8182,0.0455,0.1364,10,36,0,122,62,3
2018-10-07,427,391,36,22,3,101,67,0,0,0,2,0,0,1,0.8312,0,0.1688,0,2,0,122,17,9
2018-10-08,427,391,36,36,13,98,66,30,6,0,234,0.1111,0.0222,0.8667,0.3303,0.039,0.6306,0,270,0,122,299,5
2018-10-09,428,392,36,70,35,100,66,42,22,0,358,0.0995,0.0521,0.8483,0.5582,0.11,0.3318,13,422,0,122,557,69
2018-10-10,428,392,36,63,33,101,63,30,21,0,293,0.0872,0.061,0.8517,0.5305,0.1048,0.3647,17,344,0,122,432,30
2018-10-11,428,392,36,77,43,103,62,59,26,0,513,0.0987,0.0435,0.8579,0.4547,0.0925,0.4528,11,598,0,122,731,64
2018-10-12,428,392,36,71,35,104,62,38,22,0,489,0.0692,0.0401,0.8907,0.4434,0.0521,0.5045,21,549,0,122,678,57
2018-10-13,428,392,36,21,11,104,64,17,1,0,52,0.2429,0.0143,0.7429,0.3038,0.038,0.6582,0,70,0,122,110,5
2018-10-14,428,392,36,26,9,105,64,3,12,0,19,0.0882,0.3529,0.5588,0.6364,0.0909,0.2727,2,34,0,122,73,4
2018-10-15,428,392,36,58,38,108,67,43,46,0,439,0.0814,0.0871,0.8314,0.4165,0.1495,0.434,7,528,0,124,621,28
2018-10-16,428,392,36,57,31,108,66,61,74,0,362,0.1227,0.1489,0.7284,0.4547,0.1876,0.3576,7,497,0,125,617,25
2018-10-17,428,392,36,51,25,106,66,32,42,0,641,0.0448,0.0587,0.8965,0.2381,0.1789,0.583,3,715,0,126,804,33
2018-10-18,428,392,36,65,39,102,67,22,93,0,438,0.0398,0.1682,0.792,0.3023,0.2854,0.4123,10,553,0,126,711,9
2018-10-19,428,392,36,64,35,96,62,40,28,0,467,0.0748,0.0523,0.8729,0.3922,0.1343,0.4735,4,535,0,126,583,8
2018-10-20,428,392,36,29,6,97,61,30,7,0,13,0.6,0.14,0.26,0.8051,0.0508,0.1441,2,50,0,126,61,3
2018-10-21,428,392,36,23,5,94,60,7,0,0,1,0.875,0,0.125,0.8714,0,0.1286,1,8,0,126,35,4
2018-10-22,429,393,36,56,33,92,60,31,33,0,294,0.0866,0.0922,0.8212,0.453,0.1536,0.3934,5,358,0,126,497,54
2018-10-23,429,393,36,69,39,95,62,35,4,0,409,0.0781,0.0089,0.9129,0.4796,0.0921,0.4283,33,448,0,126,574,49
2018-10-24,430,394,36,64,36,99,64,37,92,0,734,0.0429,0.1066,0.8505,0.3242,0.1605,0.5153,23,863,0,126,988,50
2018-10-25,430,394,36,68,42,98,66,32,39,0,533,0.053,0.0646,0.8825,0.4028,0.1051,0.4921,76,604,0,123,815,24
2018-10-26,430,394,36,74,34,101,61,52,55,0,348,0.1143,0.1209,0.7648,0.5113,0.1603,0.3284,17,455,0,123,640,107
2018-10-27,430,394,36,26,10,100,62,15,7,0,122,0.1042,0.0486,0.8472,0.3539,0.0337,0.6124,0,144,0,123,153,1
2018-10-28,430,394,36,19,10,100,63,0,2,0,200,0,0.0099,0.9901,0.1612,0.0124,0.8264,0,202,0,123,248,3
2018-10-29,430,394,36,52,37,101,62,53,20,0,393,0.1137,0.0429,0.8433,0.3718,0.1289,0.4993,10,466,0,123,579,53
2018-10-30,430,394,36,60,42,102,63,27,38,0,540,0.0446,0.0628,0.8926,0.3382,0.1099,0.5518,8,605,0,123,734,59
2018-10-31,430,394,36,48,30,101,61,36,48,0,750,0.0432,0.0576,0.8993,0.2264,0.1448,0.6288,8,834,0,124,981,45
2018-11-01,430,394,36,63,39,96,59,56,40,0,349,0.1258,0.0899,0.7843,0.5279,0.1383,0.3337,6,445,0,124,559,59
2018-11-02,431,395,36,59,38,94,60,13,121,0,363,0.0262,0.2435,0.7304,0.3379,0.2158,0.4463,10,497,0,124,596,26
2018-11-03,431,395,36,28,9,95,60,17,19,0,30,0.2576,0.2879,0.4545,0.4159,0.2035,0.3805,4,66,0,124,98,2
2018-11-04,431,395,36,22,12,95,60,10,4,0,63,0.1299,0.0519,0.8182,0.4,0.0526,0.5474,9,77,0,124,100,1
2018-11-05,431,395,36,67,40,100,62,146,105,0,529,0.1872,0.1346,0.6782,0.4386,0.1846,0.3768,14,780,0,124,896,29
2018-11-06,432,396,36,64,31,104,61,39,55,0,368,0.0844,0.119,0.7965,0.3225,0.2527,0.4248,11,462,0,125,532,16
2018-11-07,432,396,36,65,38,104,61,44,51,0,421,0.0853,0.0988,0.8159,0.437,0.1281,0.4349,19,516,0,125,645,61
2018-11-08,432,396,36,53,37,103,62,59,23,0,511,0.0995,0.0388,0.8617,0.4367,0.0907,0.4726,15,593,0,125,692,27
2018-11-09,432,396,36,63,35,102,58,41,67,0,510,0.0663,0.1084,0.8252,0.4162,0.1527,0.4311,30,618,0,125,701,25
2018-11-10,432,396,36,42,10,100,58,21,0,0,8,0.7241,0,0.2759,0.8133,0.0467,0.14,3,29,0,124,51,7
2018-11-11,432,396,36,27,11,100,58,20,6,0,35,0.3279,0.0984,0.5738,0.8088,0.0294,0.1618,39,61,0,124,105,5
2018-11-12,432,396,36,37,16,98,54,6,14,0,236,0.0234,0.0547,0.9219,0.2772,0.0594,0.6634,58,256,0,125,384,9
2018-11-13,432,396,36,66,40,99,58,85,23,0,461,0.1494,0.0404,0.8102,0.5095,0.0972,0.3933,32,569,0,125,717,34
2018-11-14,432,396,36,59,40,95,57,62,46,0,635,0.0834,0.0619,0.8546,0.4116,0.1051,0.4834,29,743,0,125,892,87
2018-11-15,432,396,36,58,39,94,59,59,53,0,313,0.1388,0.1247,0.7365,0.4392,0.1402,0.4206,20,425,0,127,545,65
2018-11-16,432,396,36,59,29,94,59,28,22,0,109,0.1761,0.1384,0.6855,0.6594,0.1409,0.1997,13,159,0,127,232,30
2018-11-17,432,396,36,26,12,93,59,23,0,0,34,0.4035,0,0.5965,0.7419,0.0403,0.2177,2,57,0,127,75,10
2018-11-18,432,396,36,22,11,91,58,34,2,0,11,0.7234,0.0426,0.234,0.8919,0.009,0.0991,6,47,0,127,58,3
2018-11-19,432,396,36,47,32,95,60,56,36,0,245,0.1662,0.1068,0.727,0.4854,0.1551,0.3594,15,337,0,127,419,17
2018-11-20,432,396,36,56,35,93,63,24,114,0,416,0.0433,0.2058,0.7509,0.2968,0.25,0.4532,7,554,0,127,627,25
2018-11-21,432,396,36,46,24,91,59,23,52,0,119,0.1186,0.268,0.6134,0.3042,0.3193,0.3765,6,194,0,127,209,3
2018-11-22,432,396,36,21,8,87,56,0,2,0,13,0,0.1333,0.8667,0.6301,0.1096,0.2603,1,15,0,127,78,4
2018-11-23,432,396,36,20,2,80,52,1,1,0,2,0.25,0.25,0.5,0.807,0.0877,0.1053,0,4,0,127,20,8
2018-11-24,432,396,36,21,4,81,51,5,2,0,2,0.5556,0.2222,0.2222,0.8158,0.1579,0.0263,1,9,0,127,13,0
2018-11-25,432,396,36,24,13,82,52,9,4,0,15,0.3214,0.1429,0.5357,0.6667,0.086,0.2473,5,28,0,127,38,2
2018-11-26,433,397,36,64,37,83,49,36,57,0,301,0.0914,0.1447,0.764,0.4194,0.2097,0.3709,5,394,0,127,475,33
2018-11-27,433,397,36,61,35,85,48,59,45,0,528,0.0934,0.0712,0.8354,0.4334,0.116,0.4506,12,632,0,127,759,48
2018-11-28,433,397,36,54,26,88,46,33,44,0,763,0.0393,0.0524,0.9083,0.2785,0.0813,0.6402,20,840,0,127,903,19
2018-11-29,434,398,36,68,43,98,54,103,49,0,502,0.1575,0.0749,0.7676,0.5025,0.1215,0.376,40,654,0,129,785,36
2018-11-30,434,398,36,62,39,101,59,142,87,0,778,0.141,0.0864,0.7726,0.4147,0.1308,0.4545,53,1007,0,129,1165,43
2018-12-01,434,398,36,33,13,101,59,21,7,0,58,0.2442,0.0814,0.6744,0.4387,0.129,0.4323,6,86,0,129,104,5
2018-12-02,434,398,36,26,11,102,59,12,4,0,126,0.0845,0.0282,0.8873,0.3232,0.0427,0.6341,4,142,0,129,149,0
2018-12-03,434,398,36,60,37,99,58,66,57,0,499,0.1061,0.0916,0.8023,0.4541,0.1587,0.3872,23,622,0,129,727,53
2018-12-04,434,398,36,60,34,97,58,47,67,0,345,0.1024,0.146,0.7516,0.4433,0.1829,0.3738,23,459,0,129,532,22
2018-12-05,435,399,36,54,34,96,59,104,107,0,930,0.0911,0.0938,0.8151,0.3331,0.1938,0.4731,29,1141,0,130,1266,66
2018-12-06,437,401,36,62,38,95,55,152,130,0,439,0.2108,0.1803,0.6089,0.4735,0.208,0.3185,23,721,0,132,950,91
2018-12-07,437,401,36,58,42,90,56,104,48,0,374,0.1977,0.0913,0.711,0.5352,0.1197,0.3451,23,526,0,133,652,77
2018-12-08,437,401,36,24,11,89,56,19,0,0,38,0.3333,0,0.6667,0.5794,0.0935,0.3271,1,57,0,133,64,2
2018-12-09,437,401,36,27,13,90,57,11,0,0,90,0.1089,0,0.8911,0.494,0.006,0.5,3,101,0,133,118,6
2018-12-10,437,401,36,58,33,91,60,58,46,0,538,0.0903,0.0717,0.838,0.3987,0.1247,0.4766,4,642,0,133,710,34
2018-12-11,437,401,36,50,27,88,61,28,46,0,243,0.0883,0.1451,0.7666,0.4149,0.2107,0.3744,14,317,0,133,419,21
2018-12-12,437,401,36,48,26,87,57,36,33,0,755,0.0437,0.04,0.9163,0.3207,0.1109,0.5684,10,824,0,133,942,82
2018-12-13,437,401,36,49,27,85,55,19,17,0,143,0.1061,0.095,0.7989,0.468,0.1804,0.3516,5,179,0,133,225,28
2018-12-14,437,401,36,48,34,87,53,39,45,0,489,0.0681,0.0785,0.8534,0.3117,0.1773,0.511,12,573,0,133,637,21
2018-12-15,437,401,36,28,10,89,51,7,9,0,51,0.1045,0.1343,0.7612,0.553,0.0985,0.3485,4,67,0,133,111,10
2018-12-16,437,401,36,20,7,87,47,11,13,0,42,0.1667,0.197,0.6364,0.4917,0.125,0.3833,8,66,0,133,82,0
2018-12-17,437,401,36,46,29,88,47,26,118,0,304,0.058,0.2634,0.6786,0.2625,0.2977,0.4399,11,448,0,134,499,7
2018-12-18,437,401,36,38,29,85,42,33,112,0,325,0.0702,0.2383,0.6915,0.2277,0.3384,0.4338,29,470,0,134,657,9
2018-12-19,438,402,36,50,26,86,42,58,66,0,437,0.1034,0.1176,0.779,0.3405,0.186,0.4735,8,561,0,134,779,165
2018-12-20,438,402,36,43,29,82,46,16,97,0,245,0.0447,0.2709,0.6844,0.3752,0.2646,0.3602,14,358,0,134,503,109
2018-12-21,438,402,36,43,25,77,46,63,48,0,570,0.0925,0.0705,0.837,0.3852,0.122,0.4929,25,681,0,135,921,126
2018-12-22,438,402,36,24,8,78,46,8,7,0,15,0.2667,0.2333,0.5,0.7051,0.0769,0.2179,1,30,0,135,62,0
2018-12-23,438,402,36,13,2,79,45,0,1,0,1,0,0.5,0.5,0.56,0.2,0.24,1,2,0,135,16,2
2018-12-24,438,402,36,19,2,75,41,0,0,0,3,0,0,1,0.6522,0.0435,0.3043,6,3,0,135,25,4
2018-12-25,438,402,36,12,2,75,39,0,33,0,1,0,0.9706,0.0294,0.8667,0,0.1333,1,34,0,135,40,2
2018-12-26,438,402,36,13,3,67,36,1,4,0,5,0.1,0.4,0.5,0.6486,0.1892,0.1622,1,10,0,135,19,2
2018-12-27,438,402,36,17,1,62,28,0,0,0,1,0,0,1,0.8529,0.0588,0.0882,0,1,0,135,14,3
2018-12-28,438,402,36,12,2,52,11,10,15,0,1,0.3846,0.5769,0.0385,0.6098,0.122,0.2683,0,26,0,135,42,7
2018-12-29,438,402,36,15,4,45,8,1,2,0,13,0.0625,0.125,0.8125,0.7188,0.0313,0.25,0,16,0,135,27,0
2018-12-30,438,402,36,14,6,47,8,1,3,0,12,0.0625,0.1875,0.75,0.7143,0.1143,0.1714,3,16,0,135,26,0
2018-12-31,438,402,36,20,8,43,11,3,5,0,12,0.15,0.25,0.6,0.557,0.1139,0.3291,2,20,0,135,39,6
2019-01-01,438,402,36,22,3,44,13,3,1,0,0,0.75,0.25,0,0.8627,0.0588,0.0784,2,4,0,135,25,13
2019-01-02,438,402,36,39,21,54,25,16,33,0,340,0.0411,0.0848,0.874,0.2546,0.1446,0.6008,8,389,0,135,463,36
2019-01-03,438,402,36,37,25,58,32,28,71,0,362,0.0607,0.154,0.7852,0.27,0.2152,0.5148,38,461,0,135,574,15
2019-01-04,438,402,36,45,27,64,34,50,71,0,307,0.1168,0.1659,0.7173,0.349,0.2194,0.4315,38,428,0,135,543,45
2019-01-05,438,402,36,21,8,65,35,4,7,0,9,0.2,0.35,0.45,0.4746,0.2712,0.2542,5,20,0,135,50,5
2019-01-06,438,402,36,15,7,64,37,5,7,0,11,0.2174,0.3043,0.4783,0.5333,0.2,0.2667,2,23,0,135,41,0
2019-01-07,438,402,36,44,30,66,41,46,67,0,485,0.0769,0.112,0.811,0.3443,0.1977,0.458,18,598,0,135,757,98
2019-01-08,438,402,36,39,29,70,44,46,38,0,441,0.0876,0.0724,0.84,0.2924,0.1197,0.5879,10,525,0,135,590,21
2019-01-09,438,402,36,49,32,70,44,82,46,0,1174,0.063,0.0353,0.9017,0.1895,0.0919,0.7186,27,1302,0,135,1379,13
2019-01-10,438,402,36,45,29,68,45,105,106,0,458,0.157,0.1584,0.6846,0.3157,0.1859,0.4984,7,669,0,136,743,18
2019-01-11,438,402,36,39,29,67,43,25,108,0,400,0.0469,0.2026,0.7505,0.2829,0.2829,0.4342,43,533,0,136,698,64
2019-01-12,438,402,36,22,7,69,44,1,0,0,18,0.0526,0,0.9474,0.4286,0.0536,0.5179,0,19,0,136,21,0
2019-01-13,438,402,36,22,9,69,44,3,1,0,29,0.0909,0.0303,0.8788,0.431,0.0517,0.5172,1,33,0,136,64,0
2019-01-14,439,403,36,44,28,74,46,70,34,0,425,0.1323,0.0643,0.8034,0.3486,0.1346,0.5168,41,529,0,136,617,6
2019-01-15,439,403,36,43,25,79,46,46,83,0,392,0.0883,0.1593,0.7524,0.3245,0.1863,0.4892,14,521,0,135,577,18
2019-01-16,439,403,36,48,28,84,47,41,77,0,1431,0.0265,0.0497,0.9238,0.1792,0.0861,0.7347,23,1549,0,135,1712,14
2019-01-17,439,403,36,46,30,85,48,105,42,0,474,0.1691,0.0676,0.7633,0.4761,0.1298,0.3941,31,621,0,136,769,77
2019-01-18,439,403,36,45,29,85,48,41,263,0,580,0.0464,0.2975,0.6561,0.2945,0.2782,0.4273,15,884,0,136,1186,202
2019-01-19,439,403,36,23,5,81,49,7,3,0,1,0.6364,0.2727,0.0909,0.7576,0.197,0.0455,8,11,0,136,28,4
2019-01-20,439,403,36,26,9,82,48,7,17,0,11,0.2,0.4857,0.3143,0.6577,0.1712,0.1712,2,35,0,136,48,9
2019-01-21,439,403,36,34,12,78,45,7,4,0,26,0.1892,0.1081,0.7027,0.6259,0.1439,0.2302,7,37,0,136,59,5
2019-01-22,440,404,36,53,34,83,50,102,27,0,339,0.2179,0.0577,0.7244,0.486,0.125,0.389,13,468,0,136,537,11
2019-01-23,440,404,36,59,31,82,49,44,55,0,521,0.071,0.0887,0.8403,0.374,0.161,0.465,16,620,0,136,789,106
2019-01-24,447,411,36,60,29,92,52,45,12,0,287,0.1308,0.0349,0.8343,0.4889,0.09,0.4211,1,344,0,137,484,69
2019-01-25,447,411,36,54,30,96,54,37,28,0,408,0.0782,0.0592,0.8626,0.5073,0.0925,0.4002,21,473,0,137,675,148
2019-01-26,447,411,36,28,11,98,54,3,9,0,16,0.1071,0.3214,0.5714,0.5278,0.1944,0.2778,1,28,0,137,41,3
2019-01-27,447,411,36,37,14,102,56,19,24,0,180,0.0852,0.1076,0.8072,0.3681,0.1626,0.4693,4,223,0,137,245,9
2019-01-28,449,413,36,62,33,112,57,63,46,0,593,0.0897,0.0655,0.8447,0.3463,0.1714,0.4823,9,702,0,137,856,62
2019-01-29,449,413,36,68,36,111,58,81,82,0,742,0.0895,0.0906,0.8199,0.3695,0.1481,0.4824,25,905,0,137,989,16
2019-01-30,450,414,36,79,47,111,62,108,153,0,1092,0.0798,0.1131,0.8071,0.3849,0.1689,0.4462,16,1353,0,137,1531,105
2019-01-31,454,418,36,64,30,109,61,93,156,0,409,0.1413,0.2371,0.6216,0.4602,0.2225,0.3173,11,658,0,139,842,94
2019-02-01,442,406,36,68,38,111,63,116,43,0,281,0.2636,0.0977,0.6386,0.601,0.1222,0.2768,10,440,0,138,542,58
2019-02-02,442,406,36,31,16,110,63,25,44,0,64,0.188,0.3308,0.4812,0.5306,0.0952,0.3741,6,133,0,139,147,2
2019-02-03,442,406,36,34,10,112,64,48,94,0,25,0.2874,0.5629,0.1497,0.5275,0.359,0.1136,10,167,0,139,198,8
2019-02-04,443,407,36,67,41,113,65,110,107,0,502,0.153,0.1488,0.6982,0.5203,0.1342,0.3455,15,719,0,139,862,72
2019-02-05,450,414,36,75,45,120,74,62,56,0,515,0.0979,0.0885,0.8136,0.4415,0.1424,0.4161,16,633,0,139,748,18
2019-02-06,457,418,39,73,41,126,72,80,69,0,856,0.0796,0.0687,0.8517,0.3621,0.1352,0.5028,10,1005,0,139,1079,22
2019-02-07,460,419,41,79,37,130,78,89,183,0,724,0.0894,0.1837,0.7269,0.3661,0.1801,0.4538,40,996,0,139,1154,30
2019-02-08,465,423,42,90,51,131,78,63,15,0,640,0.0877,0.0209,0.8914,0.5186,0.0829,0.3985,31,718,0,140,827,20
2019-02-09,466,424,42,48,17,136,79,14,15,0,107,0.1029,0.1103,0.7868,0.5791,0.064,0.3569,2,136,0,140,165,11
2019-02-10,470,428,42,55,21,150,89,30,31,0,36,0.3093,0.3196,0.3711,0.6811,0.1462,0.1728,1,97,0,140,121,6
2019-02-11,476,434,42,98,46,161,90,58,79,0,398,0.1084,0.1477,0.7439,0.4798,0.1966,0.3235,16,535,0,140,628,20
2019-02-12,482,440,42,106,48,168,92,84,235,0,877,0.0702,0.1965,0.7333,0.4022,0.1734,0.4244,18,1196,0,140,1381,109
2019-02-13,483,440,43,99,43,170,91,47,66,0,1263,0.0342,0.048,0.9179,0.2807,0.1352,0.5841,15,1376,0,140,1546,24
2019-02-14,483,440,43,105,50,169,98,97,58,0,452,0.1598,0.0956,0.7446,0.5565,0.1237,0.3197,59,607,0,140,763,48
2019-02-15,484,441,43,97,49,168,100,103,53,0,293,0.2294,0.118,0.6526,0.5728,0.1624,0.2648,6,449,0,140,584,56
2019-02-16,484,441,43,43,15,164,100,14,7,0,49,0.2,0.1,0.7,0.5976,0.061,0.3415,2,70,0,140,87,8
2019-02-17,484,441,43,37,14,164,97,5,0,0,51,0.0893,0,0.9107,0.5068,0.0548,0.4384,10,56,0,140,78,5
2019-02-18,484,441,43,53,20,158,93,4,9,0,60,0.0548,0.1233,0.8219,0.5475,0.1061,0.3464,0,73,0,140,107,6
2019-02-19,484,441,43,91,45,158,92,86,83,0,448,0.1394,0.1345,0.7261,0.5517,0.1439,0.3044,37,617,0,140,864,127
2019-02-20,484,441,43,86,45,150,92,54,85,0,626,0.0706,0.1111,0.8183,0.3507,0.1831,0.4662,10,765,0,140,873,20
2019-02-21,484,441,43,105,54,148,94,90,199,0,596,0.1017,0.2249,0.6734,0.3871,0.2461,0.3668,39,885,0,140,1069,30
2019-02-22,485,442,43,97,46,150,91,51,40,0,477,0.0898,0.0704,0.8398,0.4653,0.1815,0.3532,84,568,0,141,746,22
2019-02-23,485,442,43,68,16,152,86,27,4,0,39,0.3857,0.0571,0.5571,0.7721,0.011,0.2169,1,70,0,141,118,26
2019-02-24,485,442,43,39,9,152,83,17,13,0,45,0.2267,0.1733,0.6,0.576,0.136,0.288,0,75,0,141,87,4
2019-02-25,486,443,43,86,48,154,91,81,76,0,541,0.116,0.1089,0.7751,0.4532,0.1667,0.3801,20,698,0,141,846,44
2019-02-26,481,439,42,94,50,153,93,103,99,0,437,0.1612,0.1549,0.6839,0.4841,0.1603,0.3557,20,639,0,141,782,36
2019-02-27,480,438,42,90,54,150,96,121,48,0,971,0.1061,0.0421,0.8518,0.3633,0.0928,0.5439,40,1140,0,142,1287,32
2019-02-28,481,439,42,104,50,152,100,108,22,0,549,0.1591,0.0324,0.8085,0.4845,0.0829,0.4326,13,679,0,142,828,39
2019-03-01,481,439,42,99,45,152,102,103,17,0,335,0.2264,0.0374,0.7363,0.6184,0.1038,0.2778,37,455,0,142,629,36
2019-03-02,482,440,42,41,12,153,101,15,6,0,36,0.2632,0.1053,0.6316,0.6972,0.1056,0.1972,3,57,0,142,93,5
2019-03-03,482,440,42,40,12,151,102,34,11,0,55,0.34,0.11,0.55,0.5707,0.1087,0.3207,6,100,0,142,146,3
2019-03-04,482,440,42,80,44,150,100,70,205,0,1030,0.0536,0.1571,0.7893,0.275,0.2263,0.4986,18,1305,0,142,1468,20
2019-03-05,482,440,42,81,46,148,98,59,48,0,329,0.1353,0.1101,0.7546,0.4846,0.1413,0.3741,29,436,0,142,559,36
2019-03-06,483,441,42,92,54,153,101,98,56,0,542,0.1408,0.0805,0.7787,0.4425,0.1059,0.4515,19,696,0,142,846,50
2019-03-07,483,441,42,99,61,148,99,59,117,0,647,0.0717,0.1422,0.7861,0.3993,0.1321,0.4686,18,823,0,142,981,26
2019-03-08,484,442,42,89,49,142,98,104,53,0,374,0.1959,0.0998,0.7043,0.5139,0.1404,0.3458,16,531,0,142,684,42
